[   0 ,    0 249 803] 时隙: 0---------------------------------------------------------------------
[   0 ,  540  68 845] 时隙: 2---------------------------------------------------------------------
[   0 ,  540 912 623] NODE  1 收到普通节点飞行状态信息
[   0 ,  541 137 713] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   0 ,  559 961  33] mana_node is 1
[   0 ,  559 988 543] daatr_str.access_state is 0
[   0 ,  559 998 583] state is 0
[   0 ,  560  58 625] 时隙: 3---------------------------------------------------------------------
[   0 ,  560 459 118] NODE  1 收到普通节点飞行状态信息
[   0 ,  560 533  70] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   0 ,  579 965 468] mana_node is 1
[   0 ,  579 994 115] daatr_str.access_state is 0
[   0 ,  580   3 270] state is 0
[   0 ,  580  95 280] 时隙: 4---------------------------------------------------------------------
[   0 ,  599 953 875] mana_node is 1
[   0 ,  599 978 163] daatr_str.access_state is 0
[   0 ,  599 987 193] state is 0
[   0 ,  600  65 680] 时隙: 5---------------------------------------------------------------------
[   0 ,  619 954 475] mana_node is 1
[   0 ,  619 974 310] daatr_str.access_state is 0
[   0 ,  619 982 725] state is 0
[   0 ,  620  78   0] 时隙: 6---------------------------------------------------------------------
[   0 ,  639 962 785] mana_node is 1
[   0 ,  639 988 808] daatr_str.access_state is 0
[   0 ,  640  14 823] state is 0
[   0 ,  640  60 990] 时隙: 7---------------------------------------------------------------------
[   0 ,  659 958 908] mana_node is 1
[   0 ,  659 986 293] daatr_str.access_state is 0
[   0 ,  660   5 593] state is 0
[   0 ,  660  62 540] 时隙: 8---------------------------------------------------------------------
[   0 ,  679 969 178] mana_node is 1
[   0 ,  679 996 508] daatr_str.access_state is 0
[   0 ,  680   5 418] state is 0
[   0 ,  680  71 805] 时隙: 9---------------------------------------------------------------------
[   0 ,  699 961 215] mana_node is 1
[   0 ,  699 996 888] daatr_str.access_state is 0
[   0 ,  700   5 668] state is 0
[   0 ,  700  40 185] 时隙:10---------------------------------------------------------------------
[   0 ,  719 955 438] mana_node is 1
[   0 ,  719 973 503] daatr_str.access_state is 0
[   0 ,  719 981 923] state is 0
[   0 ,  720  15 170] 时隙:11---------------------------------------------------------------------
[   0 ,  740   1 943] mana_node is 1
[   0 ,  740  21 845] daatr_str.access_state is 0
[   0 ,  740  30 260] state is 0
[   0 ,  740  53 275] 时隙:12---------------------------------------------------------------------
[   0 ,  759 965 440] mana_node is 1
[   0 ,  759 990 535] daatr_str.access_state is 0
[   0 ,  760   4 720] state is 0
[   0 ,  760  75 400] 时隙:13---------------------------------------------------------------------
[   0 ,  779 960 758] mana_node is 1
[   0 ,  779 984 395] daatr_str.access_state is 0
[   0 ,  779 997 778] state is 0
[   0 ,  780  22  85] 时隙:14---------------------------------------------------------------------
[   0 ,  799 982 543] mana_node is 1
[   0 ,  800   7 828] daatr_str.access_state is 0
[   0 ,  800  22   8] state is 0
[   0 ,  800  44  35] 时隙:15---------------------------------------------------------------------
[   0 ,  819 958 423] mana_node is 1
[   0 ,  820   8 595] daatr_str.access_state is 0
[   0 ,  820  23  73] state is 0
[   0 ,  820  46  30] 时隙:16---------------------------------------------------------------------
[   0 ,  839 960 868] mana_node is 1
[   0 ,  839 988 303] daatr_str.access_state is 0
[   0 ,  840   2 313] 时隙:17---------------------------------------------------------------------
[   0 ,  840  29 705] state is 0
[   0 ,  859 957 465] mana_node is 1
[   0 ,  859 982 795] daatr_str.access_state is 0
[   0 ,  859 996 753] state is 0
[   0 ,  860  66 705] 时隙:18---------------------------------------------------------------------
[   0 ,  879 953 993] mana_node is 1
[   0 ,  879 973 848] daatr_str.access_state is 0
[   0 ,  879 982  53] state is 0
[   0 ,  880   9 920] 时隙:19---------------------------------------------------------------------
[   0 ,  899 977  58] mana_node is 1
[   0 ,  899 998 205] daatr_str.access_state is 0
[   0 ,  900   7 133] state is 0
[   0 ,  900  31 795] 时隙:20---------------------------------------------------------------------
[   0 ,  919 956 900] mana_node is 1
[   0 ,  919 980 413] daatr_str.access_state is 0
[   0 ,  920  12 978] state is 0
[   0 ,  920  39 258] 时隙:21---------------------------------------------------------------------
[   0 ,  939 958 508] mana_node is 1
[   0 ,  939 981 293] daatr_str.access_state is 0
[   0 ,  939 995 390] state is 0
[   0 ,  940  20 390] 时隙:22---------------------------------------------------------------------
[   0 ,  959 955 783] mana_node is 1
[   0 ,  959 980 893] daatr_str.access_state is 0
[   0 ,  959 994 260] state is 0
[   0 ,  960  15 648] 时隙:23---------------------------------------------------------------------
[   0 ,  979 958 305] mana_node is 1
[   0 ,  979 983 763] daatr_str.access_state is 0
[   0 ,  979 997 583] state is 0
[   0 ,  980  23 350] 时隙:24---------------------------------------------------------------------
[   1 ,    0  95 530] mana_node is 1
[   1 ,    0 133 428] daatr_str.access_state is 0
[   1 ,    0 147 895] state is 3
[   1 ,    0 227  60] 时隙: 0---------------------------------------------------------------------
[   1 ,    0 797 693] 网管节点飞行状态信息通告
[   1 ,   19 956 595] mana_node is 1
[   1 ,   20   8 750] daatr_str.access_state is 0
[   1 ,   20  19 348] state is 3
[   1 ,   20  72 513] 时隙: 1---------------------------------------------------------------------
[   1 ,   21  31 353] NODE  1 发送飞行状态信息
[   1 ,   39 959 633] mana_node is 1
[   1 ,   39 990 835] daatr_str.access_state is 0
[   1 ,   40   5 458] state is 3
[   1 ,   40  61  25] 时隙: 2---------------------------------------------------------------------
[   1 ,   40 568 405] NODE  1 收到普通节点飞行状态信息
[   1 ,   40 747 673] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   1 ,   59 965 288] mana_node is 1
[   1 ,   59 991 940] daatr_str.access_state is 0
[   1 ,   60   5 520] state is 3
[   1 ,   60  29 298] 时隙: 3---------------------------------------------------------------------
[   1 ,   79 973 530] mana_node is 1
[   1 ,   80   4 783] daatr_str.access_state is 0
[   1 ,   80  20 313] 时隙: 4---------------------------------------------------------------------
[   1 ,   80  53 430] state is 3
[   1 ,   80 891 178] NODE  1 收到普通节点飞行状态信息
[   1 ,   81  63 403] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   1 ,   99 963 503] mana_node is 1
[   1 ,  100   1 728] daatr_str.access_state is 0
[   1 ,  100  10 675] state is 3
[   1 ,  100  41 953] 时隙: 5---------------------------------------------------------------------
[   1 ,  119 956 985] mana_node is 1
[   1 ,  119 982 160] daatr_str.access_state is 0
[   1 ,  119 990 598] state is 3
[   1 ,  120  59 613] 时隙: 6---------------------------------------------------------------------
[   1 ,  139 959 450] mana_node is 1
[   1 ,  139 986 193] daatr_str.access_state is 0
[   1 ,  140   0  98] state is 3
[   1 ,  140  23 830] 时隙: 7---------------------------------------------------------------------
[   1 ,  159 965 723] mana_node is 1
[   1 ,  159 988 380] daatr_str.access_state is 0
[   1 ,  159 997  40] state is 3
[   1 ,  160  62  53] 时隙: 8---------------------------------------------------------------------
[   1 ,  179 966 153] mana_node is 1
[   1 ,  179 991 515] daatr_str.access_state is 0
[   1 ,  180   6 928] state is 3
[   1 ,  180  30 593] 时隙: 9---------------------------------------------------------------------
[   1 ,  199 959 250] mana_node is 1
[   1 ,  200   3 265] daatr_str.access_state is 0
[   1 ,  200  26  33] state is 3
[   1 ,  200 101 463] 时隙:10---------------------------------------------------------------------
[   1 ,  219 956 525] mana_node is 1
[   1 ,  219 996 883] daatr_str.access_state is 0
[   1 ,  220  10 990] state is 3
[   1 ,  220  67 863] 时隙:11---------------------------------------------------------------------
[   1 ,  239 958 705] mana_node is 1
[   1 ,  239 978 130] daatr_str.access_state is 0
[   1 ,  239 986 365] state is 3
[   1 ,  240  12 275] 时隙:12---------------------------------------------------------------------
[   1 ,  259 963  83] mana_node is 1
[   1 ,  259 987 573] daatr_str.access_state is 0
[   1 ,  260   1 478] state is 3
[   1 ,  260  24 828] 时隙:13---------------------------------------------------------------------
[   1 ,  279 951 530] mana_node is 1
[   1 ,  279 976 773] daatr_str.access_state is 0
[   1 ,  279 990 588] state is 3
[   1 ,  280  78  63] 时隙:14---------------------------------------------------------------------
[   1 ,  299 956 263] mana_node is 1
[   1 ,  299 985 903] daatr_str.access_state is 0
[   1 ,  300  20 908] state is 3
[   1 ,  300  45  60] 时隙:15---------------------------------------------------------------------
[   1 ,  319 959 980] mana_node is 1
[   1 ,  319 986 333] daatr_str.access_state is 0
[   1 ,  320   1 603] state is 3
[   1 ,  320  25 808] 时隙:16---------------------------------------------------------------------
[   1 ,  339 952 988] mana_node is 1
[   1 ,  339 977 353] daatr_str.access_state is 0
[   1 ,  339 991 245] state is 3
[   1 ,  340  14 268] 时隙:17---------------------------------------------------------------------
[   1 ,  359 952 253] mana_node is 1
[   1 ,  359 979 783] daatr_str.access_state is 0
[   1 ,  359 988 298] state is 3
[   1 ,  360  77 125] 时隙:18---------------------------------------------------------------------
[   1 ,  379 955 788] mana_node is 1
[   1 ,  379 973 343] daatr_str.access_state is 0
[   1 ,  379 981 593] state is 3
[   1 ,  379 994 503] 时隙:19---------------------------------------------------------------------
[   1 ,  399 954 920] mana_node is 1
[   1 ,  399 978 588] daatr_str.access_state is 0
[   1 ,  400  13 580] state is 3
[   1 ,  400  38 888] 时隙:20---------------------------------------------------------------------
[   1 ,  419 960 463] mana_node is 1
[   1 ,  419 985 628] daatr_str.access_state is 0
[   1 ,  419 999 345] state is 3
[   1 ,  420  23 938] 时隙:21---------------------------------------------------------------------
[   1 ,  439 960 140] mana_node is 1
[   1 ,  439 985 950] daatr_str.access_state is 0
[   1 ,  440   6 400] state is 3
[   1 ,  440 132 250] 时隙:22---------------------------------------------------------------------
[   1 ,  459 967 180] mana_node is 1
[   1 ,  459 994 500] daatr_str.access_state is 0
[   1 ,  460  11 215] state is 3
[   1 ,  460  34 705] 时隙:23---------------------------------------------------------------------
[   1 ,  479 960 618] mana_node is 1
[   1 ,  479 978 540] daatr_str.access_state is 0
[   1 ,  479 987 208] state is 3
[   1 ,  480   9 965] 时隙:24---------------------------------------------------------------------
[   1 ,  499 952 870] mana_node is 1
[   1 ,  499 977 940] daatr_str.access_state is 0
[   1 ,  500  19 910] state is 3
[   1 ,  500  46 910] 时隙:25---------------------------------------------------------------------
[   1 ,  500  90 560] 网络层管控信息通告
[   1 ,  500 102 135] 网管信道队列业务为空
[   1 ,  519 947 363] mana_node is 1
[   1 ,  519 966 513] daatr_str.access_state is 0
[   1 ,  519 974 968] state is 3
[   1 ,  520  24  30] 时隙:26---------------------------------------------------------------------
[   1 ,  520 595 340] 网管节点飞行状态信息通告
[   1 ,  539 958 190] mana_node is 1
[   1 ,  539 988 133] daatr_str.access_state is 0
[   1 ,  540   2 168] state is 3
[   1 ,  540  27 508] 时隙:27---------------------------------------------------------------------
[   1 ,  559 952 815] mana_node is 1
[   1 ,  559 979 393] daatr_str.access_state is 0
[   1 ,  559 994 283] state is 3
[   1 ,  560  17 418] 时隙:28---------------------------------------------------------------------
[   1 ,  579 962 648] mana_node is 1
[   1 ,  579 989 345] daatr_str.access_state is 0
[   1 ,  580   3 625] state is 3
[   1 ,  580  27 853] 时隙:29---------------------------------------------------------------------
[   1 ,  599 955 380] mana_node is 1
[   1 ,  599 974 158] daatr_str.access_state is 0
[   1 ,  599 982 468] state is 3
[   1 ,  600  29 973] 时隙:30---------------------------------------------------------------------
[   1 ,  619 967 288] mana_node is 1
[   1 ,  619 991 170] daatr_str.access_state is 0
[   1 ,  620   5 128] state is 3
[   1 ,  620  24 720] 时隙:31---------------------------------------------------------------------
[   1 ,  639 962 640] mana_node is 1
[   1 ,  639 993 105] daatr_str.access_state is 0
[   1 ,  640   2 143] state is 3
[   1 ,  640  40 195] 时隙:32---------------------------------------------------------------------
[   1 ,  659 952 463] mana_node is 1
[   1 ,  659 975 968] daatr_str.access_state is 0
[   1 ,  659 984 568] state is 3
[   1 ,  660  39 415] 时隙:33---------------------------------------------------------------------
[   1 ,  679 951 558] mana_node is 1
[   1 ,  679 977 348] daatr_str.access_state is 0
[   1 ,  679 991 460] state is 3
[   1 ,  680  16 875] 时隙:34---------------------------------------------------------------------
[   1 ,  699 946 288] mana_node is 1
[   1 ,  699 969 170] daatr_str.access_state is 0
[   1 ,  699 983 380] state is 3
[   1 ,  700   8 493] 时隙:35---------------------------------------------------------------------
[   1 ,  719 955 228] mana_node is 1
[   1 ,  719 976 678] daatr_str.access_state is 0
[   1 ,  719 989 998] state is 3
[   1 ,  720  13   3] 时隙:36---------------------------------------------------------------------
[   1 ,  739 948 945] mana_node is 1
[   1 ,  739 970 408] daatr_str.access_state is 0
[   1 ,  739 984 805] state is 3
[   1 ,  740  50 848] 时隙:37---------------------------------------------------------------------
[   1 ,  759 948 558] mana_node is 1
[   1 ,  759 964 473] daatr_str.access_state is 0
[   1 ,  759 972 808] state is 3
[   1 ,  760  11 933] 时隙:38---------------------------------------------------------------------
[   1 ,  779 947 678] mana_node is 1
[   1 ,  779 961 290] daatr_str.access_state is 0
[   1 ,  779 969 168] state is 3
[   1 ,  780  23 115] 时隙:39---------------------------------------------------------------------
[   1 ,  799 960 535] mana_node is 1
[   1 ,  800  12 413] daatr_str.access_state is 0
[   1 ,  800  23 830] state is 3
[   1 ,  800  36 980] 时隙:40---------------------------------------------------------------------
[   1 ,  819 950 210] mana_node is 1
[   1 ,  819 972 133] daatr_str.access_state is 0
[   1 ,  819 985 548] state is 3
[   1 ,  820  10 288] 时隙:41---------------------------------------------------------------------
[   1 ,  839 947 813] mana_node is 1
[   1 ,  839 962  28] daatr_str.access_state is 0
[   1 ,  839 970 970] state is 3
[   1 ,  839 999 915] 时隙:42---------------------------------------------------------------------
[   1 ,  859 954 615] mana_node is 1
[   1 ,  859 978 448] daatr_str.access_state is 0
[   1 ,  859 986 773] state is 3
[   1 ,  860  48 738] 时隙:43---------------------------------------------------------------------
[   1 ,  879 952 830] mana_node is 1
[   1 ,  879 974 693] daatr_str.access_state is 0
[   1 ,  879 987 863] state is 3
[   1 ,  880   8 823] 时隙:44---------------------------------------------------------------------
[   1 ,  899 952 285] mana_node is 1
[   1 ,  900   5  70] daatr_str.access_state is 0
[   1 ,  900  26 908] state is 3
[   1 ,  900  53 563] 时隙:45---------------------------------------------------------------------
[   1 ,  919 954 115] mana_node is 1
[   1 ,  919 970 165] daatr_str.access_state is 0
[   1 ,  919 979 108] state is 3
[   1 ,  920  18 388] 时隙:46---------------------------------------------------------------------
[   1 ,  939 959 923] mana_node is 1
[   1 ,  939 985  63] daatr_str.access_state is 0
[   1 ,  939 998 245] 时隙:47---------------------------------------------------------------------
[   1 ,  940  24 573] state is 3
[   1 ,  959 955 925] mana_node is 1
[   1 ,  959 978 833] daatr_str.access_state is 0
[   1 ,  959 992 715] state is 3
[   1 ,  960  16 628] 时隙:48---------------------------------------------------------------------
[   1 ,  979 953 100] mana_node is 1
[   1 ,  979 981 473] daatr_str.access_state is 0
[   1 ,  979 995  43] state is 3
[   1 ,  980  21 808] 时隙:49---------------------------------------------------------------------
[   1 ,  999 966 988] mana_node is 1
[   1 ,  999 986 155] daatr_str.access_state is 0
[   2 ,    0  42 263] state is 3
[   2 ,    0  58 730] 时隙: 0---------------------------------------------------------------------
[   2 ,    0 494 543] 网管节点飞行状态信息通告
[   2 ,   19 970 238] mana_node is 1
[   2 ,   19 996 323] daatr_str.access_state is 0
[   2 ,   20   4 975] state is 3
[   2 ,   20  60 865] 时隙: 1---------------------------------------------------------------------
[   2 ,   21 962 143] NODE  1 发送飞行状态信息
[   2 ,   39 961 803] mana_node is 1
[   2 ,   40   2 413] daatr_str.access_state is 0
[   2 ,   40  17 240] state is 3
[   2 ,   40  41 638] 时隙: 2---------------------------------------------------------------------
[   2 ,   40 503  23] NODE  1 收到普通节点飞行状态信息
[   2 ,   40 580 108] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   2 ,   59 973 105] mana_node is 1
[   2 ,   59 994  50] daatr_str.access_state is 0
[   2 ,   60   3  40] state is 3
[   2 ,   60  80 230] 时隙: 3---------------------------------------------------------------------
[   2 ,   79 968 635] mana_node is 1
[   2 ,   79 998  13] daatr_str.access_state is 0
[   2 ,   80  32  63] state is 3
[   2 ,   80  56 598] 时隙: 4---------------------------------------------------------------------
[   2 ,   80 473 965] NODE  1 收到普通节点飞行状态信息
[   2 ,   80 553 163] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   2 ,   99 981 830] mana_node is 1
[   2 ,  100   5 253] daatr_str.access_state is 0
[   2 ,  100  13 968] state is 3
[   2 ,  100  78 403] 时隙: 5---------------------------------------------------------------------
[   2 ,  119 962 345] mana_node is 1
[   2 ,  119 991 280] daatr_str.access_state is 0
[   2 ,  120   5 508] state is 3
[   2 ,  120  27 313] 时隙: 6---------------------------------------------------------------------
[   2 ,  139 959 738] mana_node is 1
[   2 ,  139 985 743] daatr_str.access_state is 0
[   2 ,  140  14 315] state is 3
[   2 ,  140  48 195] 时隙: 7---------------------------------------------------------------------
[   2 ,  159 966 753] mana_node is 1
[   2 ,  159 994 350] daatr_str.access_state is 0
[   2 ,  160   8  33] state is 3
[   2 ,  160  32 285] 时隙: 8---------------------------------------------------------------------
[   2 ,  179 971 495] mana_node is 1
[   2 ,  180  37 123] daatr_str.access_state is 0
[   2 ,  180  48 453] state is 3
[   2 ,  180  76 380] 时隙: 9---------------------------------------------------------------------
[   2 ,  199 960 745] mana_node is 1
[   2 ,  199 987 330] daatr_str.access_state is 0
[   2 ,  200   1 680] state is 3
[   2 ,  200  27 133] 时隙:10---------------------------------------------------------------------
[   2 ,  219 956 290] mana_node is 1
[   2 ,  219 983 945] daatr_str.access_state is 0
[   2 ,  219 998 498] state is 3
[   2 ,  220  20 678] 时隙:11---------------------------------------------------------------------
[   2 ,  239 957 218] mana_node is 1
[   2 ,  239 982 108] daatr_str.access_state is 0
[   2 ,  239 995 865] state is 3
[   2 ,  240  61 328] 时隙:12---------------------------------------------------------------------
[   2 ,  259 965 543] mana_node is 1
[   2 ,  259 992 395] daatr_str.access_state is 0
[   2 ,  260   7 648] state is 3
[   2 ,  260  32 400] 时隙:13---------------------------------------------------------------------
[   2 ,  279 967 855] mana_node is 1
[   2 ,  280  15  53] daatr_str.access_state is 0
[   2 ,  280  25 340] state is 3
[   2 ,  280  51 800] 时隙:14---------------------------------------------------------------------
[   2 ,  299 959 655] mana_node is 1
[   2 ,  299 984 150] daatr_str.access_state is 0
[   2 ,  299 998 273] state is 3
[   2 ,  300  18 225] 时隙:15---------------------------------------------------------------------
[   2 ,  319 957 223] mana_node is 1
[   2 ,  319 982 150] daatr_str.access_state is 0
[   2 ,  319 999 105] state is 3
[   2 ,  320  57 435] 时隙:16---------------------------------------------------------------------
[   2 ,  339 969 405] mana_node is 1
[   2 ,  339 996 623] daatr_str.access_state is 0
[   2 ,  340  10 645] state is 3
[   2 ,  340  34 948] 时隙:17---------------------------------------------------------------------
[   2 ,  359 957 635] mana_node is 1
[   2 ,  360   5 375] daatr_str.access_state is 0
[   2 ,  360  15 165] state is 3
[   2 ,  360  39 980] 时隙:18---------------------------------------------------------------------
[   2 ,  379 958 703] mana_node is 1
[   2 ,  379 981 405] daatr_str.access_state is 0
[   2 ,  380  15 615] state is 3
[   2 ,  380  43  98] 时隙:19---------------------------------------------------------------------
[   2 ,  399 966 185] mana_node is 1
[   2 ,  399 986 330] daatr_str.access_state is 0
[   2 ,  399 994 543] state is 3
[   2 ,  400  23 263] 时隙:20---------------------------------------------------------------------
[   2 ,  419 969 165] mana_node is 1
[   2 ,  419 996 695] daatr_str.access_state is 0
[   2 ,  420  13 623] state is 3
[   2 ,  420  37 255] 时隙:21---------------------------------------------------------------------
[   2 ,  439 956  93] mana_node is 1
[   2 ,  439 972 983] daatr_str.access_state is 0
[   2 ,  439 981 225] state is 3
[   2 ,  440   6 918] 时隙:22---------------------------------------------------------------------
[   2 ,  459 965 388] mana_node is 1
[   2 ,  459 989   0] daatr_str.access_state is 0
[   2 ,  460   3 173] state is 3
[   2 ,  460  26 695] 时隙:23---------------------------------------------------------------------
[   2 ,  478  25 108] 触发定时下发身份广播包的函数
[   2 ,  478 751 455] routing  eventType is   1
[   2 ,  479 978 440] mana_node is 1
[   2 ,  480   5 203] daatr_str.access_state is 0
[   2 ,  480  19 733] state is 3
[   2 ,  480  39 183] 时隙:24---------------------------------------------------------------------
[   2 ,  499 968 290] mana_node is 1
[   2 ,  499 997 220] daatr_str.access_state is 0
[   2 ,  500  11 988] state is 3
[   2 ,  500  35 908] 时隙:25---------------------------------------------------------------------
[   2 ,  500  50 943] 网络层管控信息通告
[   2 ,  500 630 615] 身份配置信息已发送，通知网络层
[   2 ,  519 955 588] mana_node is 2
[   2 ,  519 978 583] daatr_str.access_state is 0
[   2 ,  519 986 935] state is 3
[   2 ,  520   4 548] 时隙:26---------------------------------------------------------------------
[   2 ,  520 515 928] NODE  1 此时未收到状态调整信息
[   2 ,  539 956   8] mana_node is 2
[   2 ,  540  22 808] 时隙:27---------------------------------------------------------------------
[   2 ,  540  52 368] daatr_str.access_state is 0
[   2 ,  540  63 895] state is 3
[   2 ,  559 955 145] mana_node is 2
[   2 ,  559 981 128] daatr_str.access_state is 0
[   2 ,  560  17 343] state is 3
[   2 ,  560  40 125] 时隙:28---------------------------------------------------------------------
[   2 ,  579 958 525] mana_node is 2
[   2 ,  579 991 743] daatr_str.access_state is 0
[   2 ,  580   5 713] 时隙:29---------------------------------------------------------------------
[   2 ,  580  32 928] state is 3
[   2 ,  599 954 155] mana_node is 2
[   2 ,  599 989 383] daatr_str.access_state is 0
[   2 ,  600   2 663] state is 3
[   2 ,  600  25 893] 时隙:30---------------------------------------------------------------------
[   2 ,  619 951 223] mana_node is 2
[   2 ,  619 976 778] daatr_str.access_state is 0
[   2 ,  619 990 210] state is 3
[   2 ,  620  10 903] 时隙:31---------------------------------------------------------------------
[   2 ,  639 960 970] mana_node is 2
[   2 ,  639 982 318] daatr_str.access_state is 0
[   2 ,  639 990 680] state is 3
[   2 ,  640  10  90] 时隙:32---------------------------------------------------------------------
[   2 ,  659 965 778] mana_node is 2
[   2 ,  659 985 430] daatr_str.access_state is 0
[   2 ,  660  40 463] state is 3
[   2 ,  660  57 735] 时隙:33---------------------------------------------------------------------
