[   0 ,    0 168 423] 时隙: 0---------------------------------------------------------------------
[   0 ,  239 954 425] daatr_str.access_state is 0
[   0 ,  239 968 330] state is 0
[   0 ,  239 995 538] 时隙:12---------------------------------------------------------------------
[   0 ,  259 929  90] mana_node is 1
[   0 ,  259 981 710] 时隙:13---------------------------------------------------------------------
[   0 ,  260  14 473] daatr_str.access_state is 0
[   0 ,  260  38 108] state is 0
[   0 ,  279 939 455] mana_node is 1
[   0 ,  279 967 980] daatr_str.access_state is 0
[   0 ,  279 983 213] state is 0
[   0 ,  280  45 308] 时隙:14---------------------------------------------------------------------
[   0 ,  299 930 243] mana_node is 1
[   0 ,  299 995 900] 时隙:15---------------------------------------------------------------------
[   0 ,  300  32 183] daatr_str.access_state is 0
[   0 ,  300  43  98] state is 0
[   0 ,  319 938 418] mana_node is 1
[   0 ,  319 967 970] daatr_str.access_state is 0
[   0 ,  319 977  20] state is 0
[   0 ,  320  45 895] 时隙:16---------------------------------------------------------------------
[   0 ,  339 936 785] mana_node is 1
[   0 ,  339 962 768] daatr_str.access_state is 0
[   0 ,  339 971 338] state is 0
[   0 ,  340   9 458] 时隙:17---------------------------------------------------------------------
[   0 ,  359 927  63] mana_node is 1
[   0 ,  359 948 993] daatr_str.access_state is 0
[   0 ,  359 983 403] state is 0
[   0 ,  360  12 205] 时隙:18---------------------------------------------------------------------
[   0 ,  379 947 888] mana_node is 1
[   0 ,  379 978 880] daatr_str.access_state is 0
[   0 ,  379 993 475] state is 0
[   0 ,  380  16 458] 时隙:19---------------------------------------------------------------------
[   0 ,  399 929 355] mana_node is 1
[   0 ,  399 956 943] daatr_str.access_state is 0
[   0 ,  399 974  35] state is 0
[   0 ,  399 996 950] 时隙:20---------------------------------------------------------------------
[   0 ,  419 932  58] mana_node is 1
[   0 ,  419 959 313] daatr_str.access_state is 0
[   0 ,  419 972 660] state is 0
[   0 ,  419 995 475] 时隙:21---------------------------------------------------------------------
[   0 ,  439 934 573] mana_node is 1
[   0 ,  439 962 200] daatr_str.access_state is 0
[   0 ,  439 975 370] state is 0
[   0 ,  439 999 900] 时隙:22---------------------------------------------------------------------
[   0 ,  459 933 940] mana_node is 1
[   0 ,  459 962 955] daatr_str.access_state is 0
[   0 ,  459 998 698] state is 0
[   0 ,  460  22 885] 时隙:23---------------------------------------------------------------------
[   0 ,  479 924 170] mana_node is 1
[   0 ,  479 945 865] daatr_str.access_state is 0
[   0 ,  479 954 540] state is 0
[   0 ,  480  24 223] 时隙:24---------------------------------------------------------------------
[   0 ,  499 929 868] mana_node is 1
[   0 ,  499 960 175] daatr_str.access_state is 0
[   0 ,  499 976 180] state is 0
[   0 ,  499 999 630] 时隙: 0---------------------------------------------------------------------
[   0 ,  519 937 460] mana_node is 1
[   0 ,  519 966 130] daatr_str.access_state is 0
[   0 ,  519 979 578] state is 0
[   0 ,  520   3 780] 时隙: 1---------------------------------------------------------------------
[   0 ,  520 496 188] NODE  2 收到网管节点飞行状态信息
[   0 ,  520 575  68] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   0 ,  539 937 545] mana_node is 1
[   0 ,  539 966 130] daatr_str.access_state is 0
[   0 ,  539 980   3] state is 0
[   0 ,  540   3 580] 时隙: 2---------------------------------------------------------------------
[   0 ,  540 642  63] NODE  2 发送飞行状态信息
[   0 ,  559 929 988] mana_node is 1
[   0 ,  559 960  63] daatr_str.access_state is 0
[   0 ,  559 970 325] state is 0
[   0 ,  560  35 140] 时隙: 3---------------------------------------------------------------------
[   0 ,  560 473 453] NODE  2 收到普通节点飞行状态信息
[   0 ,  560 550 865] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   0 ,  579 945 488] mana_node is 1
[   0 ,  579 973 143] daatr_str.access_state is 0
[   0 ,  579 987  70] state is 0
[   0 ,  580  12 670] 时隙: 4---------------------------------------------------------------------
[   0 ,  599 938 783] mana_node is 1
[   0 ,  599 968 330] daatr_str.access_state is 0
[   0 ,  599 981 795] state is 0
[   0 ,  600   4 985] 时隙: 5---------------------------------------------------------------------
[   0 ,  619 930 988] mana_node is 1
[   0 ,  619 959 775] daatr_str.access_state is 0
[   0 ,  619 967 983] state is 0
[   0 ,  620  45 395] 时隙: 6---------------------------------------------------------------------
[   0 ,  639 949 215] mana_node is 1
[   0 ,  639 981 180] daatr_str.access_state is 0
[   0 ,  640  24 208] state is 0
[   0 ,  640  65 193] 时隙: 7---------------------------------------------------------------------
[   0 ,  659 933 113] mana_node is 1
[   0 ,  659 960 638] daatr_str.access_state is 0
[   0 ,  659 974 885] state is 0
[   0 ,  659 997 920] 时隙: 8---------------------------------------------------------------------
[   0 ,  679 928 473] mana_node is 1
[   0 ,  679 957  43] daatr_str.access_state is 0
[   0 ,  679 970 945] state is 0
[   0 ,  679 993 325] 时隙: 9---------------------------------------------------------------------
[   0 ,  699 925 613] mana_node is 1
[   0 ,  699 952 728] daatr_str.access_state is 0
[   0 ,  699 966 815] state is 0
[   0 ,  699 989 603] 时隙:10---------------------------------------------------------------------
[   0 ,  719 928 585] mana_node is 1
[   0 ,  719 951 890] daatr_str.access_state is 0
[   0 ,  719 959 840] state is 0
[   0 ,  720  23 640] 时隙:11---------------------------------------------------------------------
[   0 ,  739 937 378] mana_node is 1
[   0 ,  739 964 925] daatr_str.access_state is 0
[   0 ,  740   0 640] state is 0
[   0 ,  740  26 478] 时隙:12---------------------------------------------------------------------
[   0 ,  759 935 443] mana_node is 1
[   0 ,  759 964 278] daatr_str.access_state is 0
[   0 ,  759 978 248] state is 0
[   0 ,  760   1 593] 时隙:13---------------------------------------------------------------------
[   0 ,  779 924 835] mana_node is 1
[   0 ,  779 953  25] daatr_str.access_state is 0
[   0 ,  779 969 545] state is 0
[   0 ,  779 992 193] 时隙:14---------------------------------------------------------------------
[   0 ,  799 934   5] mana_node is 1
[   0 ,  799 961 483] daatr_str.access_state is 0
[   0 ,  799 970 710] state is 0
[   0 ,  800  28 965] 时隙:15---------------------------------------------------------------------
[   0 ,  819 940 563] mana_node is 1
[   0 ,  819 965 660] daatr_str.access_state is 0
[   0 ,  819 973 870] state is 0
[   0 ,  820  20 873] 时隙:16---------------------------------------------------------------------
[   0 ,  839 938 280] mana_node is 1
[   0 ,  839 969 565] daatr_str.access_state is 0
[   0 ,  839 983 175] state is 0
[   0 ,  840  72 650] 时隙:17---------------------------------------------------------------------
[   0 ,  859 935 330] mana_node is 1
[   0 ,  859 963 915] daatr_str.access_state is 0
[   0 ,  859 977 518] state is 0
[   0 ,  860  36 370] 时隙:18---------------------------------------------------------------------
[   0 ,  879 936 290] mana_node is 1
[   0 ,  879 964 595] daatr_str.access_state is 0
[   0 ,  879 973 243] state is 0
[   0 ,  880  40 865] 时隙:19---------------------------------------------------------------------
[   0 ,  899 939 238] mana_node is 1
[   0 ,  899 960 988] daatr_str.access_state is 0
[   0 ,  899 969 378] state is 0
[   0 ,  900  11 478] 时隙:20---------------------------------------------------------------------
[   0 ,  919 929  15] mana_node is 1
[   0 ,  919 950 613] daatr_str.access_state is 0
[   0 ,  919 958 643] state is 0
[   0 ,  919 986  65] 时隙:21---------------------------------------------------------------------
[   0 ,  939 940 548] mana_node is 1
[   0 ,  939 968 668] daatr_str.access_state is 0
[   0 ,  939 981 670] state is 0
[   0 ,  940   7 995] 时隙:22---------------------------------------------------------------------
[   0 ,  959 945 803] mana_node is 1
[   0 ,  959 975 885] daatr_str.access_state is 0
[   0 ,  959 990 435] state is 0
[   0 ,  960   3 345] 时隙:23---------------------------------------------------------------------
[   0 ,  979 932 133] mana_node is 1
[   0 ,  979 960 890] daatr_str.access_state is 0
[   0 ,  979 975 313] 时隙:24---------------------------------------------------------------------
[   0 ,  980   2 755] state is 0
[   1 ,    0 116 488] mana_node is 1
[   1 ,    0 143 330] daatr_str.access_state is 0
[   1 ,    0 157 235] state is 3
[   1 ,    0 179 218] 时隙: 0---------------------------------------------------------------------
[   1 ,    0 985 640] NODE  2 此时未收到状态调整信息
[   1 ,   19 945 318] mana_node is 1
[   1 ,   19 976 193] daatr_str.access_state is 0
[   1 ,   19 985 575] state is 3
[   1 ,   20  66 558] 时隙: 1---------------------------------------------------------------------
[   1 ,   21 905 723] NODE  2 收到网管节点飞行状态信息
[   1 ,   21 997 755] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   1 ,   39 962 523] mana_node is 1
[   1 ,   40  15 495] daatr_str.access_state is 0
[   1 ,   40  30 105] state is 3
[   1 ,   40  51 860] 时隙: 2---------------------------------------------------------------------
[   1 ,   40 643 408] NODE  2 发送飞行状态信息
[   1 ,   59 942 245] mana_node is 1
[   1 ,   59 972 803] daatr_str.access_state is 0
[   1 ,   59 987 490] state is 3
[   1 ,   60  48 468] 时隙: 3---------------------------------------------------------------------
[   1 ,   79 946 530] mana_node is 1
[   1 ,   79 976 273] daatr_str.access_state is 0
[   1 ,   79 989 765] state is 3
[   1 ,   80  13 733] 时隙: 4---------------------------------------------------------------------
[   1 ,   80 523 538] NODE  2 收到普通节点飞行状态信息
[   1 ,   80 607  23] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   1 ,   99 937 813] mana_node is 1
[   1 ,   99 968 730] daatr_str.access_state is 0
[   1 ,   99 982 890] state is 3
[   1 ,  100   8 260] 时隙: 5---------------------------------------------------------------------
[   1 ,  119 955 308] mana_node is 1
[   1 ,  119 986 650] daatr_str.access_state is 0
[   1 ,  120  20 403] state is 3
[   1 ,  120  45 473] 时隙: 6---------------------------------------------------------------------
[   1 ,  139 931 190] mana_node is 1
[   1 ,  139 959 613] daatr_str.access_state is 0
[   1 ,  139 982 965] state is 3
[   1 ,  140  46 885] 时隙: 7---------------------------------------------------------------------
[   1 ,  159 933 910] mana_node is 1
[   1 ,  159 963 115] daatr_str.access_state is 0
[   1 ,  159 977 308] state is 3
[   1 ,  160   3 715] 时隙: 8---------------------------------------------------------------------
[   1 ,  179 933 935] mana_node is 1
[   1 ,  179 961 853] daatr_str.access_state is 0
[   1 ,  179 976 595] 时隙: 9---------------------------------------------------------------------
[   1 ,  180   3 928] state is 3
[   1 ,  199 938 860] mana_node is 1
[   1 ,  199 966 968] daatr_str.access_state is 0
[   1 ,  199 980 875] state is 3
[   1 ,  200   4 663] 时隙:10---------------------------------------------------------------------
[   1 ,  219 936 153] mana_node is 1
[   1 ,  219 964 463] daatr_str.access_state is 0
[   1 ,  219 978  33] state is 3
[   1 ,  220  22 155] 时隙:11---------------------------------------------------------------------
[   1 ,  239 930 175] mana_node is 1
[   1 ,  239 957 545] daatr_str.access_state is 0
[   1 ,  239 971  20] state is 3
[   1 ,  239 991 345] 时隙:12---------------------------------------------------------------------
[   1 ,  259 932 158] mana_node is 1
[   1 ,  259 958 243] daatr_str.access_state is 0
[   1 ,  259 971 723] state is 3
[   1 ,  259 992 415] 时隙:13---------------------------------------------------------------------
[   1 ,  279 933 240] mana_node is 1
[   1 ,  279 960 855] daatr_str.access_state is 0
[   1 ,  279 975 238] state is 3
[   1 ,  279 999 748] 时隙:14---------------------------------------------------------------------
[   1 ,  299 941 345] mana_node is 1
[   1 ,  299 968 275] daatr_str.access_state is 0
[   1 ,  299 978  50] state is 3
[   1 ,  299 995 618] 时隙:15---------------------------------------------------------------------
[   1 ,  319 930 833] mana_node is 1
[   1 ,  319 958 473] daatr_str.access_state is 0
[   1 ,  319 972 300] state is 3
[   1 ,  320  13 840] 时隙:16---------------------------------------------------------------------
[   1 ,  339 931  78] mana_node is 1
[   1 ,  339 957 660] daatr_str.access_state is 0
[   1 ,  339 971 815] state is 3
[   1 ,  339 996 818] 时隙:17---------------------------------------------------------------------
[   1 ,  359 926 500] mana_node is 1
[   1 ,  359 953 638] daatr_str.access_state is 0
[   1 ,  359 967 368] state is 3
[   1 ,  359 992 333] 时隙:18---------------------------------------------------------------------
[   1 ,  379 931 430] mana_node is 1
[   1 ,  379 953 635] daatr_str.access_state is 0
[   1 ,  379 970 938] state is 3
[   1 ,  379 985 260] 时隙:19---------------------------------------------------------------------
[   1 ,  399 931 353] mana_node is 1
[   1 ,  399 958 225] daatr_str.access_state is 0
[   1 ,  399 971 825] state is 3
[   1 ,  399 992 803] 时隙:20---------------------------------------------------------------------
[   1 ,  419 927 523] mana_node is 1
[   1 ,  419 955 523] daatr_str.access_state is 0
[   1 ,  419 969 513] state is 3
[   1 ,  419 994  90] 时隙:21---------------------------------------------------------------------
[   1 ,  439 928 383] mana_node is 1
[   1 ,  439 956 250] daatr_str.access_state is 0
[   1 ,  439 970 373] state is 3
[   1 ,  439 995 410] 时隙:22---------------------------------------------------------------------
[   1 ,  459 929 263] mana_node is 1
[   1 ,  459 958 538] daatr_str.access_state is 0
[   1 ,  459 972 728] state is 3
[   1 ,  460  25  30] 时隙:23---------------------------------------------------------------------
[   1 ,  479 940 148] mana_node is 1
[   1 ,  479 968 158] daatr_str.access_state is 0
[   1 ,  479 976 885] state is 3
[   1 ,  480  38  38] 时隙:24---------------------------------------------------------------------
[   1 ,  499 938 850] mana_node is 1
[   1 ,  499 960 698] daatr_str.access_state is 0
[   1 ,  499 969 838] state is 3
[   1 ,  500   3 850] 时隙:25---------------------------------------------------------------------
[   1 ,  519 935 493] mana_node is 1
[   1 ,  519 958 600] daatr_str.access_state is 0
[   1 ,  519 967  85] state is 3
[   1 ,  520  25 665] 时隙:26---------------------------------------------------------------------
[   1 ,  520 596 523] NODE  2 此时未收到状态调整信息
[   1 ,  539 962  23] mana_node is 1
[   1 ,  539 990   0] daatr_str.access_state is 0
[   1 ,  540   3 865] state is 3
[   1 ,  540  28  40] 时隙:27---------------------------------------------------------------------
[   1 ,  540  44 928] 网络层管控信息通告
[   1 ,  540  53 693] 网管信道队列业务为空
[   1 ,  559 941 435] mana_node is 1
[   1 ,  559 969 445] daatr_str.access_state is 0
[   1 ,  559 985 145] state is 3
[   1 ,  560   8 953] 时隙:28---------------------------------------------------------------------
[   1 ,  579 939 333] mana_node is 1
[   1 ,  579 966 980] daatr_str.access_state is 0
[   1 ,  579 979 905] state is 3
[   1 ,  580   4 755] 时隙:29---------------------------------------------------------------------
[   1 ,  599 930  75] mana_node is 1
[   1 ,  599 951 598] daatr_str.access_state is 0
[   1 ,  599 960 133] state is 3
[   1 ,  600  33 985] 时隙:30---------------------------------------------------------------------
[   1 ,  619 931 985] mana_node is 1
[   1 ,  619 959 343] daatr_str.access_state is 0
[   1 ,  619 994 175] state is 3
[   1 ,  620  21 348] 时隙:31---------------------------------------------------------------------
[   1 ,  639 980 735] mana_node is 1
[   1 ,  640  18 908] daatr_str.access_state is 0
[   1 ,  640  27 723] state is 3
[   1 ,  640 200 700] 时隙:32---------------------------------------------------------------------
[   1 ,  659 939 775] mana_node is 1
[   1 ,  659 970 270] daatr_str.access_state is 0
[   1 ,  659 984 995] state is 3
[   1 ,  660  11 365] 时隙:33---------------------------------------------------------------------
[   1 ,  679 944 188] mana_node is 1
[   1 ,  679 973 455] daatr_str.access_state is 0
[   1 ,  679 987 398] state is 3
[   1 ,  680  10 693] 时隙:34---------------------------------------------------------------------
[   1 ,  699 944 700] mana_node is 1
[   1 ,  699 973 788] daatr_str.access_state is 0
[   1 ,  699 987 130] state is 3
[   1 ,  700  10  78] 时隙:35---------------------------------------------------------------------
[   1 ,  719 933 398] mana_node is 1
[   1 ,  719 960 923] daatr_str.access_state is 0
[   1 ,  719 996 520] state is 3
[   1 ,  720  20 998] 时隙:36---------------------------------------------------------------------
[   1 ,  739 942 763] mana_node is 1
[   1 ,  739 970 893] daatr_str.access_state is 0
[   1 ,  739 984 690] state is 3
[   1 ,  740   7 645] 时隙:37---------------------------------------------------------------------
[   1 ,  759 930 575] mana_node is 1
[   1 ,  759 957 360] daatr_str.access_state is 0
[   1 ,  759 971 428] state is 3
[   1 ,  759 995 728] 时隙:38---------------------------------------------------------------------
[   1 ,  779 930 420] mana_node is 1
[   1 ,  779 959 388] daatr_str.access_state is 0
[   1 ,  779 968 533] state is 3
[   1 ,  779 982 690] 时隙:39---------------------------------------------------------------------
[   1 ,  799 933 505] mana_node is 1
[   1 ,  799 961 785] daatr_str.access_state is 0
[   1 ,  799 975 825] state is 3
[   1 ,  800   0 310] 时隙:40---------------------------------------------------------------------
[   1 ,  819 930 490] mana_node is 1
[   1 ,  819 959 820] daatr_str.access_state is 0
[   1 ,  819 968 715] state is 3
[   1 ,  820  76 410] 时隙:41---------------------------------------------------------------------
[   1 ,  839 942 825] mana_node is 1
[   1 ,  839 971 728] daatr_str.access_state is 0
[   1 ,  839 986 170] state is 3
[   1 ,  840  11 475] 时隙:42---------------------------------------------------------------------
[   1 ,  859 941 330] mana_node is 1
[   1 ,  859 971 298] daatr_str.access_state is 0
[   1 ,  859 985 475] state is 3
[   1 ,  860   9 805] 时隙:43---------------------------------------------------------------------
[   1 ,  879 939  23] mana_node is 1
[   1 ,  879 966 263] daatr_str.access_state is 0
[   1 ,  879 981  18] state is 3
[   1 ,  880   2 893] 时隙:44---------------------------------------------------------------------
[   1 ,  899 935 693] mana_node is 1
[   1 ,  899 963 675] daatr_str.access_state is 0
[   1 ,  899 977 165] state is 3
[   1 ,  900   3  68] 时隙:45---------------------------------------------------------------------
[   1 ,  919 939 638] mana_node is 1
[   1 ,  919 968 415] daatr_str.access_state is 0
[   1 ,  919 982 370] state is 3
[   1 ,  920  27 758] 时隙:46---------------------------------------------------------------------
[   1 ,  939 933 348] mana_node is 1
[   1 ,  939 960 513] daatr_str.access_state is 0
[   1 ,  939 974 758] state is 3
[   1 ,  940   2 338] 时隙:47---------------------------------------------------------------------
[   1 ,  959 939  73] mana_node is 1
[   1 ,  959 968 820] daatr_str.access_state is 0
[   1 ,  959 982 515] state is 3
[   1 ,  960   6 368] 时隙:48---------------------------------------------------------------------
[   1 ,  979 930 855] mana_node is 1
[   1 ,  979 959 440] daatr_str.access_state is 0
[   1 ,  979 968 465] state is 3
[   1 ,  980  24 448] 时隙:49---------------------------------------------------------------------
[   1 ,  999 939 945] mana_node is 1
[   1 ,  999 960 890] daatr_str.access_state is 0
[   1 ,  999 969 290] state is 3
[   1 ,  999 994 460] 时隙: 0---------------------------------------------------------------------
[   2 ,    0 599 828] NODE  2 此时未收到状态调整信息
[   2 ,   19 939 613] mana_node is 1
[   2 ,   19 967 368] daatr_str.access_state is 0
[   2 ,   19 977  18] state is 3
[   2 ,   20  81 218] 时隙: 1---------------------------------------------------------------------
[   2 ,   21 732 468] NODE  2 收到网管节点飞行状态信息
[   2 ,   21 813 853] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   2 ,   39 939 565] mana_node is 1
[   2 ,   39 969 143] daatr_str.access_state is 0
[   2 ,   39 983 468] state is 3
[   2 ,   40   6 653] 时隙: 2---------------------------------------------------------------------
[   2 ,   40 611 325] NODE  2 发送飞行状态信息
[   2 ,   59 945 430] mana_node is 1
[   2 ,   59 975 823] daatr_str.access_state is 0
[   2 ,   59 990 555] state is 3
[   2 ,   60  13 115] 时隙: 3---------------------------------------------------------------------
[   2 ,   79 933 438] mana_node is 1
[   2 ,   79 975 940] daatr_str.access_state is 0
[   2 ,   79 989 913] state is 3
[   2 ,   80  16 673] 时隙: 4---------------------------------------------------------------------
[   2 ,   80 613 283] NODE  2 收到普通节点飞行状态信息
[   2 ,   80 690 783] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   2 ,   99 945 750] mana_node is 1
[   2 ,   99 975 835] daatr_str.access_state is 0
[   2 ,  100   9 945] state is 3
[   2 ,  100  32 508] 时隙: 5---------------------------------------------------------------------
[   2 ,  119 942 910] mana_node is 1
[   2 ,  119 972 533] daatr_str.access_state is 0
[   2 ,  119 981 255] state is 3
[   2 ,  120  44  90] 时隙: 6---------------------------------------------------------------------
[   2 ,  139 940 928] mana_node is 1
[   2 ,  139 972 903] daatr_str.access_state is 0
[   2 ,  139 986 108] state is 3
[   2 ,  140  15 470] 时隙: 7---------------------------------------------------------------------
[   2 ,  159 945 768] mana_node is 1
[   2 ,  159 976 120] daatr_str.access_state is 0
[   2 ,  159 989 980] state is 3
[   2 ,  160  11 638] 时隙: 8---------------------------------------------------------------------
[   2 ,  179 937 338] mana_node is 1
[   2 ,  179 966 113] daatr_str.access_state is 0
[   2 ,  179 982 733] state is 3
[   2 ,  180   8 863] 时隙: 9---------------------------------------------------------------------
[   2 ,  199 933  80] mana_node is 1
[   2 ,  199 960 220] daatr_str.access_state is 0
[   2 ,  199 974 848] state is 3
[   2 ,  200  22 658] 时隙:10---------------------------------------------------------------------
[   2 ,  219 930 708] mana_node is 1
[   2 ,  219 960 195] daatr_str.access_state is 0
[   2 ,  219 975 643] state is 3
[   2 ,  220   1 768] 时隙:11---------------------------------------------------------------------
[   2 ,  239 926 813] mana_node is 1
[   2 ,  239 955 285] daatr_str.access_state is 0
[   2 ,  239 970 428] 时隙:12---------------------------------------------------------------------
[   2 ,  239 995 238] state is 3
[   2 ,  259 925 580] mana_node is 1
[   2 ,  259 952 933] daatr_str.access_state is 0
[   2 ,  259 967 285] state is 3
[   2 ,  259 994 275] 时隙:13---------------------------------------------------------------------
[   2 ,  279 936  90] mana_node is 1
[   2 ,  279 964 593] daatr_str.access_state is 0
[   2 ,  279 980 400] state is 3
[   2 ,  280  33 180] 时隙:14---------------------------------------------------------------------
[   2 ,  299 926 325] mana_node is 1
[   2 ,  299 958  48] daatr_str.access_state is 0
[   2 ,  299 966 545] state is 3
[   2 ,  300  24 633] 时隙:15---------------------------------------------------------------------
[   2 ,  319 944 950] mana_node is 1
[   2 ,  319 971  78] daatr_str.access_state is 0
[   2 ,  319 980 353] state is 3
[   2 ,  319 994 893] 时隙:16---------------------------------------------------------------------
[   2 ,  339 928 468] mana_node is 1
[   2 ,  339 952 118] daatr_str.access_state is 0
[   2 ,  339 960 710] state is 3
[   2 ,  340  37 790] 时隙:17---------------------------------------------------------------------
[   2 ,  359 928 730] mana_node is 1
[   2 ,  359 957  88] daatr_str.access_state is 0
[   2 ,  359 971 323] state is 3
[   2 ,  359 993 685] 时隙:18---------------------------------------------------------------------
[   2 ,  379 927 853] mana_node is 1
[   2 ,  379 954  55] daatr_str.access_state is 0
[   2 ,  379 968 445] state is 3
[   2 ,  379 993 265] 时隙:19---------------------------------------------------------------------
[   2 ,  399 924 645] mana_node is 1
[   2 ,  399 952  75] daatr_str.access_state is 0
[   2 ,  399 961 258] state is 3
[   2 ,  400  48  45] 时隙:20---------------------------------------------------------------------
[   2 ,  419 926 838] mana_node is 1
[   2 ,  419 953 748] daatr_str.access_state is 0
[   2 ,  419 969   3] 时隙:21---------------------------------------------------------------------
[   2 ,  420  24 683] state is 3
[   2 ,  439 932  33] mana_node is 1
[   2 ,  439 960 775] daatr_str.access_state is 0
[   2 ,  439 969 488] state is 3
[   2 ,  440  34 713] 时隙:22---------------------------------------------------------------------
[   2 ,  459 930 703] mana_node is 1
[   2 ,  459 960 558] daatr_str.access_state is 0
[   2 ,  459 969 463] state is 3
[   2 ,  460  10 323] 时隙:23---------------------------------------------------------------------
[   2 ,  479 923  65] mana_node is 1
[   2 ,  479 946 575] daatr_str.access_state is 0
[   2 ,  479 955 333] state is 3
[   2 ,  480  27 363] 时隙:24---------------------------------------------------------------------
[   2 ,  499 927  70] mana_node is 1
[   2 ,  499 950 988] daatr_str.access_state is 0
[   2 ,  499 959 805] state is 3
[   2 ,  499 992 215] 时隙:25---------------------------------------------------------------------
[   2 ,  519 937 513] mana_node is 1
[   2 ,  519 965  58] daatr_str.access_state is 0
[   2 ,  519 981 155] state is 3
[   2 ,  520   7 603] 时隙:26---------------------------------------------------------------------
[   2 ,  520 527 235] NODE  2 此时未收到状态调整信息
[   2 ,  539 930 728] mana_node is 1
[   2 ,  539 958 163] daatr_str.access_state is 0
[   2 ,  539 973 975] 时隙:27---------------------------------------------------------------------
[   2 ,  539 994 893] 网络层管控信息通告
[   2 ,  540   9 758] 网管信道队列业务为空
[   2 ,  540  28 488] state is 3
[   2 ,  559 928 480] mana_node is 1
[   2 ,  559 950 973] daatr_str.access_state is 0
[   2 ,  559 959 558] state is 3
[   2 ,  560  20 135] 时隙:28---------------------------------------------------------------------
[   2 ,  579 937 960] mana_node is 1
[   2 ,  579 968 615] daatr_str.access_state is 0
[   2 ,  579 982 233] state is 3
[   2 ,  580   9 528] 时隙:29---------------------------------------------------------------------
[   2 ,  599 942 625] mana_node is 1
[   2 ,  599 971  88] daatr_str.access_state is 0
[   2 ,  600   6  85] state is 3
[   2 ,  600  29 575] 时隙:30---------------------------------------------------------------------
[   2 ,  619 930 950] mana_node is 1
[   2 ,  619 960 610] daatr_str.access_state is 0
[   2 ,  619 975   0] state is 3
[   2 ,  619 999  15] 时隙:31---------------------------------------------------------------------
[   2 ,  639 931 378] mana_node is 1
[   2 ,  639 954 533] daatr_str.access_state is 0
[   2 ,  639 963 210] state is 3
[   2 ,  640  37 413] 时隙:32---------------------------------------------------------------------
[   2 ,  659 941 438] mana_node is 1
[   2 ,  659 970 865] daatr_str.access_state is 0
[   2 ,  659 984 778] state is 3
[   2 ,  660   6 480] 时隙:33---------------------------------------------------------------------
[   2 ,  679 931 900] mana_node is 1
[   2 ,  679 958  10] daatr_str.access_state is 0
